date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,Volume,BuyAmount,SellAmount,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,Dealer_Hedging_buy,Dealer_self_buy,Foreign_Investor_buy,Investment_Trust_buy,Dealer_Hedging_sell,Dealer_self_sell,Foreign_Investor_sell,Investment_Trust_sell
2000-04-11,2330,20759678,4278729978,208.0,208.0,205.0,205.0,-5.0,7326,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-12,2330,22681681,4558182139,202.0,204.0,200.0,200.0,-5.0,8644,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-13,2330,43879259,8382805541,190.0,194.0,190.0,192.0,-8.0,18144,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-14,2330,42135731,7855266997,185.0,190.0,185.0,186.0,-6.0,15531,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-15,2330,60349507,10541802677,173.0,180.0,173.0,176.0,-10.0,24763,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-17,2330,36638000,6525538000,176.0,180.0,175.0,179.0,3.0,15981,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-18,2330,38334404,7187105411,189.0,189.0,185.0,189.0,10.0,14324,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-19,2330,25673139,4824489885,194.0,194.0,182.0,183.0,-6.0,11081,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-20,2330,16799369,3078715700,183.0,186.0,180.0,186.0,3.0,6863,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-21,2330,12462665,2334365506,187.0,189.0,185.0,186.0,0.0,5422,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-24,2330,14244447,2604123369,186.0,187.0,180.0,180.0,-6.0,5216,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-25,2330,22906321,4222342553,180.0,188.0,180.0,187.0,7.0,8667,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-26,2330,39360503,7443219758,191.0,192.0,183.0,185.0,-2.0,15486,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-27,2330,18692246,3510189018,189.0,190.0,185.0,188.0,3.0,7016,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-28,2330,41902923,8190427115,191.0,199.0,189.0,197.0,9.0,16358,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-29,2330,19772654,3884693711,197.0,200.0,194.0,195.0,-2.0,7494,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-02,2330,14964000,2904357000,196.0,196.0,192.0,193.0,-2.0,4959,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-03,2330,13337030,2531078535,191.0,193.0,188.0,188.0,-5.0,5687,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-04,2330,19705428,3715921633,188.0,192.0,185.0,187.0,-1.0,7123,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-05,2330,19526197,3707399108,185.0,194.0,184.0,192.0,5.0,6584,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-06,2330,11050754,2115093522,192.0,193.0,190.0,190.0,-2.0,3987,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-08,2330,14605000,2800695000,190.0,194.0,190.0,193.0,3.0,5456,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-09,2330,13523704,2587708386,193.0,194.0,190.0,193.0,0.0,5151,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-10,2330,16876520,3218722198,194.0,194.0,188.0,188.0,-5.0,5283,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-11,2330,29310000,5264323000,182.0,184.0,177.0,179.0,-9.0,11315,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-12,2330,38309000,6997801000,182.0,185.0,179.0,185.0,6.0,14574,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-15,2330,38971000,5612236000,147.0,147.0,140.5,141.0,0.0,16231,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-16,2330,30785998,4504644232,144.5,150.0,142.0,149.5,8.5,11527,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-17,2330,47775319,7514000173,156.0,159.0,155.0,159.0,9.5,15891,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-18,2330,36662462,5833212062,158.0,163.0,156.0,163.0,4.0,12578,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-19,2330,24316336,3900752701,160.0,162.0,159.0,162.0,-1.0,9984,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-20,2330,27040604,4312807176,162.0,162.0,155.0,160.0,-2.0,12186,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-22,2330,30913000,4942543000,160.0,161.0,158.0,158.0,-2.0,9889,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-23,2330,22639606,3489476886,158.0,158.0,152.0,153.0,-5.0,10157,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-24,2330,24773981,3681253763,147.0,150.0,147.0,148.5,-4.5,9991,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-25,2330,27905945,4093624098,149.0,150.0,144.0,145.5,-3.0,11228,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-26,2330,20146017,2920326291,144.0,146.0,143.0,145.5,0.0,6880,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-29,2330,15020562,2195053045,145.5,148.0,145.0,145.5,0.0,6199,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-30,2330,23836200,3545673477,147.0,152.0,146.5,151.0,5.5,8424,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-31,2330,45867384,7160136462,157.0,158.0,154.0,157.0,6.0,13526,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-01,2330,15916703,2447037071,156.0,156.0,152.0,153.0,-4.0,6423,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-02,2330,29134843,4582050841,157.0,159.0,155.0,155.0,2.0,10092,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-03,2330,17808711,2816843236,159.0,160.0,157.0,157.0,2.0,6980,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-05,2330,17308000,2722693000,157.0,159.0,155.0,158.0,1.0,5383,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-07,2330,23755323,3770817200,156.0,161.0,155.0,161.0,3.0,7971,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-08,2330,20401509,3259005865,161.0,162.0,157.0,157.0,-4.0,8316,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-09,2330,13283974,2091453687,158.0,159.0,156.0,158.0,1.0,4783,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-12,2330,19452570,3079272107,160.0,160.0,157.0,157.0,-1.0,5560,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-13,2330,13998547,2175040928,156.0,156.0,155.0,155.0,-2.0,6171,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-14,2330,18838729,2940630524,158.0,158.0,154.0,154.0,-1.0,6909,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-15,2330,20194582,3062197172,154.0,154.0,150.0,150.0,-4.0,9456,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-16,2330,21826947,3274539498,150.0,151.0,149.0,150.0,0.0,7910,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-17,2330,11620613,1742670406,150.0,151.0,149.0,149.5,-0.5,5077,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-19,2330,16644000,2455329000,149.5,150.0,146.5,148.0,-1.5,6566,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-20,2330,13224284,1969640867,151.0,151.0,148.0,148.5,0.5,5282,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-21,2330,10905565,1614793389,148.5,149.0,147.0,147.0,-1.5,4542,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-22,2330,18616906,2752659303,146.0,149.5,146.0,149.0,2.0,6538,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-23,2330,14558289,2141930011,148.0,148.5,146.0,146.0,-3.0,5477,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-26,2330,27432020,3895448317,144.5,145.0,140.5,141.5,-4.5,10638,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-27,2330,15822922,2247827490,142.0,143.0,141.5,141.5,0.0,6107,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-28,2330,18815837,2695584260,142.5,144.5,142.0,144.0,2.5,6886,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-29,2330,22487167,3244400423,146.0,146.0,142.0,142.5,-1.5,7412,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,2330,22512945,3256737555,143.0,146.0,141.5,146.0,3.5,7356,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-03,2330,30095857,4320886265,143.0,146.0,140.5,143.5,-2.5,7526,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-04,2330,21260033,3007290972,143.5,144.0,140.0,141.0,-2.5,7082,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-05,2330,34591146,5020226160,142.5,150.0,140.0,149.0,8.0,11309,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-06,2330,29218589,4247257487,145.0,147.5,143.5,145.0,-4.0,9160,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-07,2330,16693748,2406475100,145.0,146.0,142.0,142.0,-3.0,6028,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-10,2330,18866017,2680607921,142.5,144.5,140.0,143.5,1.5,6751,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-11,2330,15134864,2179511324,143.0,145.5,142.0,144.0,0.5,5153,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-12,2330,11864518,1703707472,144.0,144.5,142.5,143.5,-0.5,3867,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-13,2330,20212022,2953501864,144.0,147.0,144.0,145.0,1.5,7467,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-14,2330,18256317,2668595708,145.0,147.0,145.0,146.0,1.0,5740,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-15,2330,13737344,2014760602,147.0,148.0,145.0,145.5,-0.5,5837,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-17,2330,14790000,2130833000,146.0,147.0,143.0,143.5,-2.0,5167,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-18,2330,9419732,1342823579,143.5,143.5,142.0,142.0,-1.5,3969,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-19,2330,11672893,1654428769,141.0,143.0,140.5,142.0,0.0,4016,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-20,2330,33739623,4646921415,141.0,141.0,135.0,135.0,-7.0,14126,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-21,2330,47350817,6222634305,135.0,135.5,128.0,130.0,-5.0,15655,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-24,2330,32073343,4079448251,128.5,129.0,126.0,126.5,-3.5,9245,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-25,2330,27098807,3419653585,124.0,128.0,124.0,125.5,-1.0,7990,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-26,2330,35849916,4630442566,127.0,130.5,127.0,130.0,4.5,10863,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-27,2330,21839451,2770942397,128.5,129.0,125.0,129.0,-1.0,6858,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-28,2330,32269581,4115170088,125.0,129.5,125.0,127.5,-1.5,10153,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-29,2330,17558545,2225381411,127.0,129.0,125.5,128.0,0.5,5121,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-31,2330,12942000,1641121000,127.5,128.0,126.0,127.0,-1.0,3462,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-01,2330,16098606,2058367208,128.5,129.5,126.0,126.0,-1.0,5854,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-02,2330,11535021,1451576226,126.5,127.5,125.0,125.0,-1.0,4789,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-03,2330,14725806,1810660232,125.0,125.0,121.0,122.0,-3.0,6069,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-04,2330,23273804,2931431574,122.5,128.5,122.5,125.5,3.5,8616,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-05,2330,21937722,2787157517,126.0,129.0,126.0,126.0,0.5,7126,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-07,2330,25658000,3177131000,126.0,126.0,122.0,123.0,-3.0,7097,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-08,2330,25507345,3170127985,123.0,126.0,122.0,125.5,2.5,6914,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-09,2330,28519528,3674981144,126.5,130.0,126.5,130.0,4.5,9793,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-10,2330,29662274,3895800121,131.5,133.0,130.0,133.0,3.0,10063,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-11,2330,16133531,2127823382,132.0,133.0,131.0,131.0,-2.0,4937,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-14,2330,12551065,1630093743,131.0,131.5,129.0,130.0,-1.0,4044,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-15,2330,15549193,2032132841,132.0,132.0,129.5,130.5,0.5,4036,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-16,2330,22476840,2997244850,130.5,135.0,130.5,135.0,4.5,7805,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-17,2330,27216594,3742254073,137.0,139.0,136.0,138.0,3.0,8904,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-18,2330,24951623,3477837148,139.0,140.5,138.5,139.5,1.5,8271,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-19,2330,14583916,2018110623,139.5,139.5,137.0,138.5,-1.0,4874,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-21,2330,14459000,1999373000,138.5,139.0,137.5,138.0,-0.5,4031,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-22,2330,13589845,1852387324,138.0,138.0,135.5,137.0,-1.0,4491,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-24,2330,25072000,3500587500,138.0,140.5,138.0,139.5,2.5,6950,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-25,2330,19556362,2735034185,140.0,140.5,139.0,140.5,1.0,5344,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-28,2330,12025422,1658350884,139.5,139.5,137.0,138.0,-2.5,3883,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-29,2330,20392367,2782894335,138.0,138.0,134.0,137.0,-1.0,4386,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-30,2330,16166191,2204914913,136.0,138.0,135.0,135.0,-2.0,3871,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-31,2330,17177019,2307438232,133.0,135.0,133.0,134.5,-0.5,4869,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-01,2330,22627741,2967793128,135.0,135.0,129.5,130.0,-4.5,6113,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-02,2330,12236214,1608225884,129.0,134.0,128.5,133.0,3.0,4287,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-04,2330,10959000,1453360500,133.0,133.5,131.5,133.5,0.5,3324,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-05,2330,12830312,1705747398,133.5,134.5,132.0,134.0,0.5,3451,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-06,2330,16489196,2164407572,132.0,132.5,130.0,131.0,-3.0,3794,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-07,2330,19594886,2475672577,126.5,128.0,125.0,125.5,-5.5,6117,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-08,2330,15510497,1940331192,125.5,126.5,124.0,124.5,-1.0,4967,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-11,2330,17154661,2132877236,123.5,125.0,123.5,124.0,-0.5,3675,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-13,2330,34218992,4152465810,122.0,125.0,118.5,124.0,0.0,8433,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-14,2330,17053141,2069800344,121.5,123.0,119.5,120.0,-4.0,5038,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-15,2330,23835737,2920579922,122.0,124.0,120.0,122.5,2.5,6239,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-16,2330,12932552,1569995850,121.0,122.5,120.5,121.5,-1.0,4328,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-18,2330,28184000,3395387500,120.0,122.0,118.5,121.0,-0.5,6065,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-19,2330,38742240,4507125231,118.0,119.5,113.0,113.0,-8.0,13174,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-20,2330,34697926,3979530605,115.5,116.5,113.0,115.0,2.0,10062,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-21,2330,19715759,2241220758,113.0,115.5,111.5,114.5,-0.5,5065,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-22,2330,38288068,4085007477,106.5,108.0,106.5,106.5,-8.0,13040,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-25,2330,25774483,2739195048,108.0,108.5,104.5,106.5,0.0,8697,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-26,2330,57279151,6351604459,106.5,113.5,106.0,113.5,7.0,13031,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-27,2330,39454274,4481448649,112.5,116.0,111.0,111.0,-2.5,9532,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-28,2330,30978704,3367958679,111.0,112.5,106.5,106.5,-4.5,9865,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-29,2330,22123139,2323780931,106.5,107.0,104.0,104.0,-2.5,8409,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,2330,26652330,2684677733,100.0,102.5,99.5,100.0,-4.0,9844,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-02,2330,39885000,4003173500,100.0,102.0,98.5,98.5,-1.5,9796,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-03,2330,56019370,5666660260,97.0,105.0,96.5,103.0,4.5,13963,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-04,2330,24245245,2412667641,99.5,99.5,99.5,99.5,-3.5,4919,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-05,2330,47638357,4831735343,98.0,105.5,98.0,103.0,3.5,10927,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-06,2330,51705420,5596534053,103.0,110.0,103.0,110.0,7.0,14035,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-07,2330,22263773,2451427541,111.0,112.0,108.0,111.0,1.0,8785,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-09,2330,29317000,3188122500,109.0,110.5,107.5,107.5,-3.5,6419,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-11,2330,8340091,867629987,104.0,104.0,104.0,104.0,-3.5,2195,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-12,2330,52818714,5158011168,97.5,101.0,97.0,97.0,-7.0,15729,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-13,2330,55330246,5138503084,90.5,98.0,90.5,96.5,-0.5,17247,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-16,2330,51176673,4989858260,102.5,102.5,90.5,91.5,-5.0,16299,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-17,2330,44201010,4103079067,90.0,95.0,90.0,94.0,2.5,13006,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-18,2330,57667660,5261233432,93.0,94.0,87.5,87.5,-6.5,15919,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-19,2330,57450145,4718354215,83.0,86.5,81.5,81.5,-6.0,15408,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-20,2330,15339763,1334276983,87.0,87.0,87.0,87.0,5.5,4500,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-21,2330,10399903,966702033,93.0,93.0,93.0,93.0,6.0,4146,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-23,2330,112865000,11183822500,99.5,99.5,97.0,99.5,6.5,26746,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-24,2330,80821521,8417911079,99.5,106.0,98.0,106.0,6.5,24072,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-25,2330,61307891,6562459737,104.5,109.0,104.5,107.5,1.5,19162,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-26,2330,47067895,4947494602,104.0,107.5,104.0,105.5,-2.0,13278,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-27,2330,51145082,5418211590,109.5,109.5,102.0,102.0,-3.5,15232,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-30,2330,12596214,1240841238,98.5,98.5,98.5,98.5,-3.5,2648,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-31,2330,68147037,6607782626,95.5,99.0,95.5,98.0,-0.5,17246,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-01,2330,51439650,5052899066,101.0,101.0,96.5,97.0,-1.0,12382,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-02,2330,54745612,5561595839,97.5,103.5,97.0,103.5,6.5,14447,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-03,2330,71284592,7732889763,108.0,110.0,106.0,109.5,6.0,19298,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-04,2330,25697742,2771780920,109.5,110.0,106.0,106.0,-3.5,9202,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-06,2330,70240000,7622491000,105.5,110.5,104.5,109.0,3.0,19281,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-07,2330,72522946,8402375486,114.0,116.5,112.0,116.5,7.5,20055,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-08,2330,68139132,8135288209,119.0,122.5,116.5,117.0,0.5,19955,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-09,2330,48324578,5523601387,115.0,115.0,111.5,115.0,-2.0,12784,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-10,2330,50439137,5650062812,112.0,115.0,111.0,114.0,-1.0,13604,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-13,2330,42172889,4500542802,106.5,108.5,106.5,106.5,-7.5,14185,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-14,2330,30241401,3237570442,106.0,109.0,105.5,106.5,0.0,10691,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-15,2330,39833355,4298221471,110.0,110.5,103.0,107.0,0.5,13780,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-16,2330,42372347,4297089348,100.0,105.5,100.0,100.0,-7.0,14238,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-17,2330,43157230,4139692317,93.0,100.0,93.0,98.5,-1.5,16838,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-18,2330,25719385,2444448230,95.5,97.0,93.0,94.0,-4.5,12790,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-20,2330,35504000,3154724500,88.0,92.0,88.0,88.0,-6.0,14249,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-21,2330,40573112,3684669620,87.0,94.0,87.0,94.0,6.0,15701,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-22,2330,51108401,4812754709,94.5,97.0,91.0,91.0,-3.0,19286,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-23,2330,26954686,2390233515,88.5,90.0,88.0,89.0,-2.0,10926,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-24,2330,46019223,4298769249,91.0,95.0,90.5,95.0,6.0,16258,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-27,2330,31146069,2993101903,98.0,98.0,94.5,94.5,-0.5,11221,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-28,2330,18504710,1719778693,93.5,94.0,92.5,92.5,-2.0,6638,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-29,2330,21559487,1953460783,90.5,91.5,90.0,90.5,-2.0,8183,,,,,,,,,,,,,,,,,,,,,,,,
2000-11-30,2330,35249324,3191976853,90.5,92.0,88.5,89.5,-1.0,10524,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-01,2330,29976572,2661279706,87.0,91.5,87.0,91.5,2.0,9795,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-02,2330,13255116,1198029559,91.5,92.0,89.0,90.0,-1.5,5886,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-04,2330,13514000,1191820000,89.5,89.5,88.0,88.0,-2.0,6231,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-05,2330,25771384,2274036640,87.0,89.5,87.0,88.5,0.5,8601,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-06,2330,33781900,3096499790,94.0,94.0,88.5,89.0,0.5,11203,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-07,2330,27656061,2482871328,89.0,91.0,88.5,91.0,2.0,7931,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-08,2330,22742471,2056630875,91.0,91.5,89.5,90.0,-1.0,6221,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-11,2330,21335536,1927683356,91.0,91.5,89.5,90.0,0.0,5126,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-12,2330,41234093,3816765167,91.0,93.0,91.0,92.5,2.5,12649,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-13,2330,11266138,1035170724,92.5,93.0,91.5,92.0,-0.5,4220,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-14,2330,13907774,1254512159,91.0,91.5,89.5,90.5,-1.5,4858,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-15,2330,14337088,1268296458,88.5,89.0,88.0,88.0,-2.5,6327,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-16,2330,8753081,766556397,87.5,88.0,87.0,87.5,-0.5,4461,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-18,2330,16548000,1416061000,87.0,87.5,84.5,84.5,-3.0,7440,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-19,2330,27684592,2293305926,83.0,84.0,82.0,84.0,-0.5,7762,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-20,2330,26833018,2197610453,82.0,83.0,81.5,81.5,-2.5,8843,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-21,2330,20874462,1649249422,79.0,79.5,79.0,79.0,-2.5,5589,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-22,2330,31969136,2505542243,78.5,81.0,76.5,78.0,-1.0,11689,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-26,2330,14939950,1152648018,79.5,80.0,75.5,76.0,-2.0,6337,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-27,2330,20502052,1544020743,76.0,76.0,74.5,75.0,-1.0,6674,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-28,2330,35549910,2786163423,77.0,80.0,75.5,80.0,5.0,11832,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-29,2330,36369427,2932041350,81.5,81.5,79.0,79.5,-0.5,10739,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-30,2330,13275519,1051330715,78.5,80.5,78.0,78.5,-1.0,5313,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-02,2330,31479000,2566521500,78.0,83.5,77.5,83.5,5.0,11090,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-03,2330,31730662,2570508796,80.5,82.5,79.5,80.5,-3.0,10951,,,,,,,,,,,,,,,,,,,,,,,,
